0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
G2G	0.376514890493414	0.376514890493414	0.376514890493414	0.468694880385041	0.547359262674772	0.613273249888747	0.667781671362603	0.713792405524735	0.75369709200878	0.788145739664151	0.817751205076847	0.843082930289641	0.8651225090793	0.884290339511339	0.900529465020991	0.914096275895558	0.925459917047509	0.936379354647276	0.9469039104424	0.955727405665556	0.962314190296376	0.966532711791395	0.969227942689022	0.971334612510534	0.973528591000984	0.976304221803083	0.978666360871457	0.980297555132508	0.982207148584987	0.985016542806465	0.988134669860614	0.990850449196977	0.993164042528513	0.995069401565616	0.996573528492065	0.997687533227684	0.99846939206533	0.99900443398905	0.999362944036002	0.999362944036002	0.999362944036002	0.999362944036002	0.999362944036002
G2T	0.280929748470633	0.280929748470633	0.280929748470633	0.238638199045373	0.201979996060108	0.171175939101784	0.145976464602096	0.124835223967551	0.106450659052833	0.0906583329092987	0.0772336438418434	0.0659228541262635	0.0561511607935331	0.0475560743489121	0.040134888300891	0.0338260435273876	0.0285323611473938	0.0234907122885187	0.0187524682113054	0.0149552808182717	0.0122765034985313	0.0107407227328727	0.00994133071857111	0.00941317305538752	0.00881731532102532	0.0079008499115437	0.00708019364943	0.00652492502025368	0.00583358984979087	0.00477306276798078	0.00360175989119379	0.0026093996420504	0.00179758809541286	0.00116621608410222	0.000705704105160044	0.000399715077120477	0.000213630012815794	0.000107430722425237	5.06897164375054e-05	5.06897164375054e-05	5.06897164375054e-05	5.06897164375054e-05	5.06897164375054e-05
T2A	0.0807545894106353	0.0807545894106353	0.0807545894106353	0.0725606134164792	0.0651145080171377	0.058463029606919	0.0526132653247268	0.0474716684569818	0.0428733682999709	0.0387167337835944	0.034923032495504	0.0314319584416382	0.0284574076893902	0.0260267933208995	0.0238819557238245	0.0218356174306896	0.0197574044957775	0.0174510346243884	0.0150579675989513	0.012882238676753	0.0110897573821221	0.00963238743825825	0.00835840741963347	0.00721602924078813	0.0061725646114214	0.00520994424003319	0.0044554632040629	0.00388969089004763	0.00335562886188165	0.00276913109380346	0.00219516919783162	0.00171102772869705	0.00130612019453618	0.000972565311136061	0.000703617165749277	0.000495369662094748	0.000340498100066618	0.000228165658743023	0.000148831258974135	0.000148831258974135	0.000148831258974135	0.000148831258974135	0.000148831258974135
T2C	0.0430377221729543	0.0430377221729543	0.0430377221729543	0.036551604718058	0.0312823557815423	0.0271180968288635	0.0239340744871022	0.0215274972925381	0.0196405587958865	0.0181151372186802	0.0168345304845399	0.0157099962378584	0.0150994706952318	0.0151523724307183	0.0155477895535612	0.0159757630223761	0.0160988679858503	0.0154377150817067	0.0141212456014552	0.0126707955732052	0.0114687013616726	0.010355204410112	0.00911145352518036	0.00788830399227408	0.00678467470069601	0.00585337391336056	0.00482302772577256	0.00374420292610602	0.00291598820538221	0.00242582545187418	0.00213650556555151	0.00190398217426294	0.0017311205184861	0.00161915532750569	0.00157086083684074	0.0015754558488478	0.00162228744183151	0.0017204703995504	0.00188499072355422	0.00188499072355422	0.00188499072355422	0.00188499072355422	0.00188499072355422
T2G	0.475098016788594	0.475098016788594	0.475098016788594	0.409872597484141	0.352592453910725	0.301736376200471	0.256262417617917	0.215984122781488	0.18103479714666	0.151041948740766	0.125551050611658	0.104069228600911	0.0847642835533665	0.0674240297220807	0.0530994097553248	0.0419758780074828	0.0337681229656403	0.0285583751439463	0.0253240734752507	0.0226446981247399	0.019637753700181	0.016409482392301	0.0135663120435478	0.011212508734093	0.00936112585984398	0.00797715256069174	0.00794734921684558	0.00933207595911965	0.0107764671862804	0.0102112131660703	0.00808477313190595	0.00609868931428604	0.00433308013280601	0.00286656525520764	0.0017456019067091	0.000983511572583597	0.000517074614999029	0.000252036668957673	0.000113164005500328	0.000113164005500328	0.000113164005500328	0.000113164005500328	0.000113164005500328
T2T	0.401109671627816	0.401109671627816	0.401109671627816	0.481015184381322	0.551010682290595	0.612682497363747	0.667190242570254	0.715016711468992	0.756451275757483	0.792126180256959	0.822691386408298	0.848788816719592	0.871678838062012	0.891396804526302	0.907470844967289	0.920212741539452	0.930375604552732	0.938552875149959	0.945496713324343	0.951802267625302	0.957803787556024	0.963602925759329	0.968963827011638	0.973683158032845	0.977681634828039	0.980959529285915	0.982774159853319	0.983034030224727	0.982951915746456	0.984593830288252	0.987583552104711	0.990286300782754	0.992629679154172	0.994541714106151	0.995979920090701	0.996945662916474	0.997520139843103	0.997799327272749	0.997853014011971	0.997853014011971	0.997853014011971	0.997853014011971	0.997853014011971
-2A	0.0390231202158104	0.0390231202158104	0.0390231202158104	0.033509149881763	0.0288806165116219	0.0252376757808036	0.0225886520981737	0.0206563137164457	0.0191050852161667	0.0178488380801202	0.0168215840791689	0.0159716932237625	0.0157750049972158	0.0164299022249241	0.0175301726538364	0.018614953783082	0.0191117782911485	0.0181350907111497	0.0159963826214139	0.0137523764600761	0.0120825371190479	0.0108140038208535	0.00952698244347975	0.00826682064216067	0.00706984363113649	0.00596270169361547	0.00553261981642238	0.00576132616130671	0.00589151811496532	0.00517671582168097	0.00397143098653166	0.00292036665124365	0.00202263678354543	0.00129652554143817	0.00075582178001407	0.000403496602726076	0.000200101951612539	9.15901833800992e-05	3.84439404132256e-05	3.84439404132256e-05	3.84439404132256e-05	3.84439404132256e-05	3.84439404132256e-05
-2C	0.0543266983213564	0.0543266983213564	0.0543266983213564	0.0427668415868115	0.0336505742828654	0.027106385260442	0.0228953319520451	0.0200561899546841	0.0177743187627338	0.0159868664400518	0.0146400443462351	0.0136934510096273	0.0134152924353264	0.0138266404815395	0.0145789525272342	0.015293008440139	0.015519592726183	0.0145333125956387	0.0126354283963066	0.0107441553751476	0.00941298646443239	0.00847200774528624	0.00754244303719482	0.00664000775871304	0.00577856570917688	0.00496970391326365	0.00484055726673578	0.00547056607805635	0.00606161998656705	0.00556432067518099	0.00432022604027299	0.00319716439776678	0.0022098829452564	0.00139798014165867	0.000793125275239239	0.00040695327267275	0.000192066282621702	8.2751638062704e-05	3.23024902298421e-05	3.23024902298421e-05	3.23024902298421e-05	3.23024902298421e-05	3.23024902298421e-05
-2G	0.0340253753986813	0.0340253753986813	0.0340253753986813	0.0314377419691797	0.0290395869998602	0.0269396322652028	0.0252131143941878	0.0238349744137044	0.0226666859119206	0.021611553829593	0.0205896079596093	0.0195350158912505	0.0188066713264941	0.0185769113730563	0.0185520147497446	0.0184568353784794	0.0180245558144806	0.0167323327283995	0.0147634704476385	0.0128003288036463	0.0112749635171861	0.0101790547800362	0.00922617587993341	0.00830421834321427	0.00734140736498384	0.00630527744365539	0.00560946906431983	0.00527334323232377	0.00484893491947215	0.0040369373611701	0.003071749912978	0.002254152953104	0.0015782393478216	0.00104299586625916	0.000643636728240581	0.000372384291282729	0.000203796998922866	0.000105140030149942	5.09577534796912e-05	5.09577534796912e-05	5.09577534796912e-05	5.09577534796912e-05	5.09577534796912e-05
-2T	0.039831204661139	0.039831204661139	0.039831204661139	0.0347117716966721	0.030343045296645	0.0267788632550184	0.0240158100080231	0.0218857124709692	0.0201414232792578	0.0186676374092984	0.0173764880723581	0.0161998809134614	0.015425043350681	0.0151645578879866	0.0151523600894169	0.0151473395794968	0.0149127030875507	0.0140480322388302	0.0126531844278069	0.0111888167270236	0.00997339962707847	0.0089325493818031	0.0078794706764242	0.00685424514832597	0.00588728083982216	0.00499935483443996	0.00466313269179745	0.00486198237571507	0.00497396081450064	0.00438254404160843	0.00338585998255588	0.0025187959144577	0.00177418066755219	0.00116354498383403	0.000698632175807665	0.000386671649973513	0.00020002075850518	9.61036660219137e-05	4.26216386912451e-05	4.26216386912451e-05	4.26216386912451e-05	4.26216386912451e-05	4.26216386912451e-05
