0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
A2A	0.516132524090703	0.516132524090703	0.516132524090703	0.591191063725826	0.653317332639046	0.704215751415706	0.745464933307513	0.779220727523103	0.807503691338407	0.831373718414536	0.851685239056102	0.869126460931959	0.883278448132271	0.894300893716478	0.903378978763494	0.91149468446405	0.919504007584041	0.928939913089001	0.939226747412038	0.948485886149214	0.955731832764306	0.961599386729838	0.966970861120682	0.971778414008469	0.976005202973054	0.979664424608025	0.982118309617868	0.983512481307859	0.984774864411313	0.986651509912764	0.98884622335782	0.990759429637805	0.992417450688726	0.993834012491291	0.9950202908822	0.995970523521614	0.996702804156476	0.997263997919059	0.997695719122658	0.997695719122658	0.997695719122658	0.997695719122658	0.997695719122658
A2C	0.106067594837247	0.106067594837247	0.106067594837247	0.0970748333433475	0.0885335493267681	0.080663374985985	0.0736041322167117	0.0672637115919962	0.0614259446187268	0.0560107380585116	0.0509559887859124	0.0462146542592443	0.0420287691850263	0.0384311241735075	0.0351432990899223	0.0319652836588328	0.0287637007032701	0.0253344900763816	0.0218684288344112	0.0187310968519772	0.0161194884721557	0.0140052783180595	0.0121820498818344	0.0105287755727743	0.00897439027638651	0.00748759503152134	0.00624312393089046	0.0052547466520138	0.00436080535681524	0.00348515095736277	0.00269158789344826	0.00204140975186334	0.00151365539328319	0.00109229415822031	0.000763674944527776	0.00051817270195761	0.000342523040728925	0.000220273434712145	0.000137625632669801	0.000137625632669801	0.000137625632669801	0.000137625632669801	0.000137625632669801
A2G	0.332776820162904	0.332776820162904	0.332776820162904	0.271309181850013	0.22185760505247	0.182288738225572	0.150764236195163	0.125386418067746	0.104653634088474	0.0876905913793059	0.073788684068238	0.0623746076247918	0.0530819943124311	0.0454930392462483	0.039168738928119	0.0337963457997784	0.0291523802579393	0.0250194007232128	0.0213722683075619	0.018268604268263	0.0157091019795461	0.013453426010102	0.0113821220115544	0.00959126798516046	0.00811605349873889	0.00695318049795597	0.00618264837626047	0.00571117278434655	0.00533121532263767	0.00489178978169231	0.00442341166490053	0.00401811098851363	0.00365663302280614	0.00332472390452054	0.00301206567906613	0.00272207845870335	0.00245947295895808	0.00221940363344474	0.00199816329134657	0.00199816329134657	0.00199816329134657	0.00199816329134657	0.00199816329134657
A2T	0.0450230609091461	0.0450230609091461	0.0450230609091461	0.0404249210808133	0.0362915129817158	0.0328321353727369	0.0301666982806116	0.0281291428171544	0.0264167299543926	0.0249249521476469	0.0235700880897472	0.0222842771840051	0.021610788370272	0.0217749428637659	0.0223089832184649	0.0227436860773386	0.0225799114547495	0.0207061961114046	0.0175325554459884	0.0145144127305453	0.0124395767839923	0.0109419089420008	0.00946496698592975	0.00810154243359596	0.00690435325182082	0.0058947998624981	0.00545591807498145	0.00552159925578089	0.00553311490923441	0.00497154934818071	0.00403877708383109	0.00318104962181827	0.00241226089518478	0.00174896944596792	0.00120396849420602	0.000789225317725115	0.000495199843836455	0.000296325012784048	0.000168491953325247	0.000168491953325247	0.000168491953325247	0.000168491953325247	0.000168491953325247
C2A	0.240756492980999	0.240756492980999	0.240756492980999	0.212897655398901	0.187686850916175	0.165320473003871	0.145817274757076	0.128629631414714	0.11322431968977	0.0995176118624758	0.0874010372352079	0.0767510856292978	0.0681513735315329	0.0613907674006378	0.0554731486252645	0.0497195076604678	0.0437066995132154	0.0368916178781133	0.0300158322276352	0.0241703984842766	0.0197786069706239	0.0164270989579882	0.0136103936171512	0.0112750294530914	0.0093604002849193	0.0078053690563545	0.00727480343756143	0.00767574091868609	0.00797970775609993	0.00711406307663911	0.0055175705642404	0.00411137146937393	0.00290965324673374	0.00193338573011861	0.00119240996326378	0.000686041704961365	0.00037154405783796	0.000188367338993071	8.89072065763875e-05	8.89072065763875e-05	8.89072065763875e-05	8.89072065763875e-05	8.89072065763875e-05
C2C	0.42379292500437	0.42379292500437	0.42379292500437	0.502516640524669	0.569444035525848	0.625929108827156	0.673510495748385	0.714605877981393	0.75103140283977	0.78322672054108	0.811572685166686	0.836405543625171	0.85769211536586	0.875573445397731	0.890670873443727	0.9037993862893	0.915867568694865	0.928720447845	0.94159307158797	0.95241527810276	0.960328590856501	0.965966289017974	0.970469581550474	0.974209897459333	0.977466616806802	0.980454267877311	0.981707887483555	0.981114742847705	0.980703707773217	0.982750386432722	0.986349661193649	0.989557912386115	0.99233603497921	0.994617659753435	0.99636635298597	0.997578975860827	0.998360932244091	0.998857980255439	0.999177094130397	0.999177094130397	0.999177094130397	0.999177094130397	0.999177094130397
C2G	0.208323960247874	0.208323960247874	0.208323960247874	0.189921544022543	0.171899995776727	0.154321674510503	0.137280931939229	0.121060538755153	0.105917410681044	0.0919108758472443	0.0790794568757082	0.0674403945093834	0.0562089700930651	0.0455639814399007	0.0364148550670056	0.029086184509181	0.0235372945166167	0.0191293477475033	0.0154717661242653	0.012615404738101	0.0105053254156636	0.00913762469822149	0.00829145125079692	0.00767292396742757	0.00707919745240405	0.00636589725611162	0.00627508714995066	0.00699645779762514	0.00757996578605705	0.00685518359636674	0.00527485378083485	0.00384603002290142	0.00260735519153538	0.00161267696088328	0.000892952987911383	0.000446097380912969	0.000204278075472258	8.51544164026158e-05	3.20913702106773e-05	3.20913702106773e-05	3.20913702106773e-05	3.20913702106773e-05	3.20913702106773e-05
C2T	0.127126621766757	0.127126621766757	0.127126621766757	0.094664160053887	0.0709691177812502	0.0544287436584706	0.0433912975553107	0.0357039518487402	0.0298268667894164	0.0253447917492001	0.0219468207223978	0.0194029762361479	0.0179475410095418	0.0174718057617306	0.0174411228640029	0.0173949215410516	0.016888437275303	0.0152585865293837	0.0129193300601294	0.0107989186748619	0.00938747675721108	0.00846898732581679	0.00762857358157831	0.00684214912014802	0.00609378545587422	0.00537446581022275	0.00474222192893258	0.00421305843598404	0.00373661868462612	0.00328036689427214	0.00285791446127536	0.00248468612160955	0.00214695658252059	0.0018362775555633	0.00154828406285522	0.00128888505329903	0.00106324562259909	0.00086849798916504	0.000701907292816021	0.000701907292816021	0.000701907292816021	0.000701907292816021	0.000701907292816021
G2A	0.231337074551873	0.231337074551873	0.231337074551873	0.205727520780192	0.182364819556974	0.160873423152576	0.140998721653869	0.122876273255707	0.106650966337177	0.0921679398066067	0.0792843919785818	0.0678676276310218	0.0572886915750054	0.0475446349870724	0.0391364487200702	0.0322351354435508	0.02680196744411	0.0223156427407715	0.0185041785343124	0.0154743468951174	0.013216041032325	0.0117920439659916	0.0109838456984691	0.0104424414322759	0.00990687386567357	0.00916986303347021	0.00839285902659818	0.00771227107321957	0.00697505054499069	0.00608656950669302	0.00513956210000835	0.00425720585484225	0.00344594576831274	0.00271529946740223	0.00207487908484798	0.00153966013751277	0.00111299889225921	0.000782937213859701	0.000535360126683917	0.000535360126683917	0.000535360126683917	0.000535360126683917	0.000535360126683917
G2C	0.11121828648408	0.11121828648408	0.11121828648408	0.0869393997893944	0.0682959217081467	0.0546773878568928	0.0452431423814316	0.038496097252007	0.033201282601211	0.0290279876199435	0.0257307591027279	0.0231265879530732	0.0214376385521612	0.0206089511526762	0.0201991979580481	0.0198425451335041	0.0192057543609873	0.0178142903234337	0.015839442811982	0.0138429666210548	0.0121932651727676	0.0109345215097408	0.00984688089393811	0.00880977300180211	0.00774721981231754	0.00662506525190281	0.00586058645251493	0.00546524877401844	0.00498421102023133	0.00412382491886159	0.00312400814818334	0.00228294530613032	0.00159242360776126	0.00104908288287948	0.000645888317926548	0.000373091557683231	0.000203979029595032	0.000105198074665245	5.10061208763528e-05	5.10061208763528e-05	5.10061208763528e-05	5.10061208763528e-05	5.10061208763528e-05
