0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
G2G	0.483627963683474	0.483627963683474	0.483627963683474	0.573854208450173	0.64743910305	0.706217806703604	0.75232683586136	0.789150945878453	0.819674022578482	0.845138621929279	0.866510131355374	0.884543938266114	0.899321110085789	0.911255000910447	0.921231933851085	0.929926811650346	0.937859180035431	0.946241044811435	0.954754207630934	0.962107693795235	0.967730397836104	0.97168038324531	0.974638595675082	0.977136895474993	0.979538883552067	0.982076912175571	0.984094375168972	0.985440935683897	0.986801941837529	0.988656424990231	0.990694512996901	0.992475877215509	0.994044965020755	0.995418005876747	0.996595503372964	0.997545582584352	0.9982684166734	0.998805986340626	0.999196569763846	0.999196569763846	0.999196569763846	0.999196569763846	0.999196569763846
G2T	0.23115455392598	0.23115455392598	0.23115455392598	0.183164831924034	0.145633398698494	0.117078285739481	0.0958970888082236	0.0798223968162167	0.0669962317457268	0.0566902821111904	0.0483532699499175	0.0415650615320638	0.0364294910192417	0.0326907623163248	0.0296997814790216	0.0270113763348745	0.0243172477761584	0.0211676022131578	0.017817211197538	0.0148537659532089	0.0125626187702631	0.0109046709538974	0.00958709529644454	0.008424391089676	0.00730132861371609	0.00615902649801437	0.00514596760753928	0.0043133135495367	0.00355384299043599	0.00282021935431931	0.00216338229714401	0.00162711396893643	0.00119451516517781	0.000852136224003176	0.000588064178600343	0.000393246164191996	0.00025581326365891	0.000161699461258333	9.92040028078013e-05	9.92040028078013e-05	9.92040028078013e-05	9.92040028078013e-05	9.92040028078013e-05
T2A	0.0381392721136591	0.0381392721136591	0.0381392721136591	0.0382548321974575	0.038009041890779	0.0374550737336889	0.0366516808717307	0.0356247639614229	0.0343522738817914	0.0328302013845248	0.0310652844715531	0.0290756894773593	0.0270185343433481	0.0249958850596392	0.0229657142262229	0.0209038285890638	0.0188033787164201	0.0163075418808524	0.0135938128903456	0.0112225839466311	0.0094545712823217	0.00815323342100658	0.00705457939049149	0.00609569114426643	0.00523531392503	0.00444823593226045	0.00390810743804325	0.00358621074924509	0.00324994680248184	0.00275022562789224	0.00219046753917728	0.00171011771803089	0.00129970735941163	0.000955004096981916	0.000673774662465184	0.000457737816912738	0.000301175777064981	0.000191439892115392	0.000117263277109187	0.000117263277109187	0.000117263277109187	0.000117263277109187	0.000117263277109187
T2C	0.0615643158108311	0.0615643158108311	0.0615643158108311	0.0559233556946708	0.0507466478533344	0.046047364162135	0.0418233465815837	0.0380275773070338	0.0345782902978998	0.0314218250532859	0.0285154598501141	0.0258254850351027	0.0232542933778116	0.0208054436945919	0.0185701685312519	0.0166021980784592	0.0149269842269088	0.0135285872362002	0.0123126480265203	0.0111945434940823	0.0101147342190356	0.00906519489744022	0.00808869399766014	0.0072082426661287	0.00643578113440523	0.00577517502980503	0.00517418005267745	0.00460714271255994	0.00410230371764057	0.00367554927020878	0.00330596241141248	0.00297119860641287	0.00267551116555924	0.00242050715865163	0.0022060416043697	0.00202325682942375	0.0018628586398706	0.00172322716167063	0.00160280646185563	0.00160280646185563	0.00160280646185563	0.00160280646185563	0.00160280646185563
T2G	0.429911292237107	0.429911292237107	0.429911292237107	0.376737831273143	0.329167048005822	0.28679208493911	0.249200328020107	0.215912233942535	0.186498242912546	0.160622248443559	0.137954137737997	0.118175226990997	0.100939759904739	0.0859367680326395	0.0729246569564714	0.0616802471486436	0.0519986238555767	0.0436494048736832	0.0364978287798228	0.0304612595090369	0.0254279123866213	0.0209506276500189	0.0169452000470078	0.0136410302957333	0.0110811782032588	0.00920980592121766	0.0090836725148029	0.0107284621083042	0.0124828225153659	0.0117712273723551	0.00918734597933903	0.0068453474951758	0.0048078436062254	0.00314316275109446	0.00188867577552706	0.00104921308074925	0.000544091199097513	0.000261553219762108	0.000115746389175048	0.000115746389175048	0.000115746389175048	0.000115746389175048	0.000115746389175048
T2T	0.470385119838403	0.470385119838403	0.470385119838403	0.529083980834728	0.582077262250065	0.629705477165066	0.672324644526579	0.710435424789008	0.744571192907763	0.77512572511863	0.802465117940336	0.826923598496541	0.848787412374102	0.868261903213129	0.885539460286054	0.900813726183833	0.914271013201094	0.926514466009264	0.937595710303311	0.94712161305025	0.955002782112021	0.961830944031534	0.967911526564841	0.973055035893872	0.977247726737306	0.980566783116717	0.981834039994476	0.981078184429891	0.980164926964512	0.981802997729544	0.985316224070071	0.98847333618038	0.991216937868804	0.993481325993272	0.995231507957638	0.996469792272914	0.997291874383967	0.997823779726452	0.99816418387186	0.99816418387186	0.99816418387186	0.99816418387186	0.99816418387186
-2A	0.0329755337128256	0.0329755337128256	0.0329755337128256	0.0282085848302132	0.0242592166254984	0.0211622533677928	0.0188938457719996	0.0172297168566287	0.0159054670644735	0.014841803269437	0.0139784918851231	0.0132687135063294	0.0131045125530506	0.0136512572053404	0.0145749405529865	0.0154969395848737	0.0159445671360414	0.0152590140081659	0.0136759644129328	0.0119579603098217	0.0106260978713101	0.00956231069427075	0.00845922796255052	0.00736893866357988	0.00633159292140272	0.00537504808679066	0.00500196191116118	0.00518878953458174	0.00527368716660371	0.00461572888011437	0.00354146466492441	0.00261270036268779	0.00182191371104972	0.0011804971532133	0.000698664152114788	0.000380327411262366	0.000193131144913345	9.09014589822482e-05	3.94032073059662e-05	3.94032073059662e-05	3.94032073059662e-05	3.94032073059662e-05	3.94032073059662e-05
-2C	0.0405209458750479	0.0405209458750479	0.0405209458750479	0.0316358882539585	0.0247864312584595	0.0198968037151621	0.0167066667193446	0.0145445784441459	0.0128504701504584	0.0115437354601106	0.0105629714102994	0.00986372948341604	0.00969288419573281	0.0101058942362776	0.0108274584577541	0.0115459202940938	0.0118686421209874	0.0112202559852651	0.00984920814731891	0.00846505992655849	0.00751142404880152	0.00685645894316417	0.00619178676932566	0.00553160233093216	0.0048886066206115	0.00427364799706016	0.00423225538567505	0.00485441639907364	0.00544005781096201	0.00502435849484623	0.00392000553412023	0.00292470328178371	0.00204309219525896	0.00130835948060459	0.00075200568517048	0.000391507755176146	0.000187975409342595	8.2583631015736e-05	3.29389698817679e-05	3.29389698817679e-05	3.29389698817679e-05	3.29389698817679e-05	3.29389698817679e-05
-2G	0.0166814410245625	0.0166814410245625	0.0166814410245625	0.0161631353276483	0.0156363010449435	0.0151424671897661	0.0147180846913229	0.0143878231199235	0.0141161765986556	0.0138497859095605	0.0135393808806574	0.0131404459321873	0.0129127398140699	0.0130057777038405	0.0132295917963777	0.013391564378086	0.0132914847082076	0.0124796970167437	0.0110793308425886	0.0096632634852466	0.00860313562924014	0.0078742905946477	0.0072258681178923	0.00658141258870684	0.00589013525897244	0.00512784691439725	0.00484541325177836	0.00510350901724058	0.00523765317178187	0.00457848576374716	0.00347050325429597	0.00251157008052403	0.00170612495097867	0.00106959530534881	0.000608417495117513	0.000316135683682082	0.000152201936896294	6.7511199451591e-05	2.74330821926179e-05	2.74330821926179e-05	2.74330821926179e-05	2.74330821926179e-05	2.74330821926179e-05
-2T	0.0320525795433296	0.0320525795433296	0.0320525795433296	0.0280513935885881	0.024627918791231	0.0218163459705773	0.0196117591945562	0.0178985010169397	0.0164946322933228	0.0153040422446372	0.0142534134630647	0.0132859462631638	0.0126269039560342	0.0123647823810172	0.0122885254498102	0.0122088637353463	0.0119440435566222	0.0112291220516728	0.0101558871236147	0.00904208572069418	0.0081095941178185	0.00730991248390973	0.00650881022789366	0.00572802573068685	0.00498493817228292	0.00429243377515144	0.00405258407846127	0.00426484371323153	0.00439843424124742	0.00390839294143439	0.00304831637907199	0.00229112917257168	0.00163234605488877	0.00108440977338591	0.000660752096163898	0.000371816318101031	0.000195921370237727	9.60950117560653e-05	4.3610167453985e-05	4.3610167453985e-05	4.3610167453985e-05	4.3610167453985e-05	4.3610167453985e-05
